Pollster,Date,Approve,Disapprove,Gap,President,538 Grade,Mean-Reverted Bias,Grade,Adjusted Approve,Adjusted Disapprove,Adjusted Gap
Fox News/Anderson Robbins Research/Shaw & Co. Research, 5/17/2011,55,41,14,Obama,A,0.61413043,4,54.69293479,41.30706522,13.38586957
George Washington University (Battleground), 5/12/2011,52,44,8,Obama,B,-0.97508197,3,52.48754099,43.51245902,8.97508197
Ipsos, 5/9/2011,49,47,2,Obama,B+,0.5955,3.3,48.70225,47.29775,1.4045
GfK Group, 5/9/2011,60,39,21,Obama,B,0.25490196,3,59.87254902,39.12745098,20.74509804
Pew Research Center, 5/8/2011,50,39,11,Obama,B-,0.62980392,2.7,49.68509804,39.31490196,10.37019608
NBC News/Wall Street Journal, 5/7/2011,52,41,11,Obama,A-,0.80923077,3.7,51.59538462,41.40461539,10.19076923
Quinnipiac University, 5/3/2011,52,40,12,Obama,A-,0.06815029,3.7,51.96592486,40.03407515,11.93184971
Newsweek/Daily Beast, 5/3/2011,48,49,-1,Obama,C,0,2,48,49,-1
CBS News/New York Times*, 5/3/2011,57,37,20,Obama,A-,0.43547945,3.7,56.78226028,37.21773973,19.56452055
CNN/Opinion Research Corp., 5/2/2011,52,43,9,Obama,B+,0.0607,3.3,51.96965,43.03035,8.9393
SurveyUSA, 5/2/2011,46,42,4,Obama,A,0.07657364,4,45.96171318,42.03828682,3.92342636
Wash Post/Pew/SRBI, 5/2/2011,56,38,18,Obama,C,0,2,56,38,18
Newsweek/Daily Beast, 5/1/2011,48,49,-1,Obama,C,0,2,48,49,-1
CNN/Opinion Research Corp., 5/1/2011,51,46,5,Obama,B+,0.0607,3.3,50.96965,46.03035,4.9393
Quinnipiac University, 5/1/2011,46,48,-2,Obama,A-,0.06815029,3.7,45.96592486,48.03407515,-2.06815029
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/27/2011,47,47,0,Obama,A,0.61413043,4,46.69293479,47.30706522,-0.61413043
CBS News/New York Times, 4/20/2011,46,45,1,Obama,A-,0.43547945,3.7,45.78226028,45.21773973,0.56452055
ABC News/Washington Post, 4/17/2011,47,50,-3,Obama,A+,0.61341176,4,46.69329412,50.30670588,-3.61341176
Marist College, 4/14/2011,44,49,-5,Obama,A,-0.45775194,4,44.22887597,48.77112403,-4.54224806
CNN/Opinion Research Corp., 4/10/2011,48,50,-2,Obama,B+,0.0607,3.3,47.96965,50.03035,-2.0607
Ipsos, 4/10/2011,46,49,-3,Obama,B+,0.5955,3.3,45.70225,49.29775,-3.5955
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/5/2011,49,47,2,Obama,A,0.61413043,4,48.69293479,47.30706522,1.38586957
NBC News/Wall Street Journal, 4/4/2011,49,45,4,Obama,A-,0.80923077,3.7,48.59538462,45.40461539,3.19076923
Pew Research Center, 4/3/2011,47,45,2,Obama,B-,0.62980392,2.7,46.68509804,45.31490196,1.37019608
GfK Group, 3/28/2011,53,45,8,Obama,B,0.25490196,3,52.87254902,45.12745098,7.74509804
Quinnipiac University, 3/28/2011,42,48,-6,Obama,A-,0.06815029,3.7,41.96592486,48.03407515,-6.06815029
FDU/Public Mind, 3/28/2011,44,48,-4,Obama,C,0,2,44,48,-4
CBS News/New York Times, 3/21/2011,49,41,8,Obama,A-,0.43547945,3.7,48.78226028,41.21773973,7.56452055
CNN/Opinion Research Corp., 3/20/2011,51,47,4,Obama,B+,0.0607,3.3,50.96965,47.03035,3.9393
Fox News/Anderson Robbins Research/Shaw & Co. Research, 3/16/2011,49,44,5,Obama,A,0.61413043,4,48.69293479,44.30706522,4.38586957
CNN/Opinion Research Corp., 3/13/2011,50,47,3,Obama,B+,0.0607,3.3,49.96965,47.03035,2.9393
ABC News/Washington Post, 3/13/2011,51,45,6,Obama,A+,0.61341176,4,50.69329412,45.30670588,5.38658824
National Journal/FD, 3/8/2011,49,44,5,Obama,C,0,2,49,44,5
Bloomberg, 3/7/2011,51,43,8,Obama,C,0,2,51,43,8
Ipsos, 3/6/2011,49,47,2,Obama,B+,0.5955,3.3,48.70225,47.29775,1.4045
NBC News/Wall Street Journal, 2/28/2011,48,46,2,Obama,A-,0.80923077,3.7,47.59538462,46.40461539,1.19076923
Pew Research Center, 3/1/2011,51,39,12,Obama,B-,0.62980392,2.7,50.68509804,39.31490196,11.37019608
Quinnipiac University, 2/28/2011,46,46,0,Obama,A-,0.06815029,3.7,45.96592486,46.03407515,-0.06815029
Newsweek/Daily Beast, 2/15/2011,50,44,6,Obama,C,0,2,50,44,6
CBS News/New York Times, 2/14/2011,48,41,7,Obama,A-,0.43547945,3.7,47.78226028,41.21773973,6.56452055
Fox News/Anderson Robbins Research/Shaw & Co. Research, 2/9/2011,51,43,8,Obama,A,0.61413043,4,50.69293479,43.30706522,7.38586957
Ipsos, 2/7/2011,51,46,5,Obama,B+,0.5955,3.3,50.70225,46.29775,4.4045
Pew Research Center, 2/7/2011,49,42,7,Obama,B-,0.62980392,2.7,48.68509804,42.31490196,6.37019608
CNN/Opinion Research Corp., 1/23/2011,55,44,11,Obama,B+,0.0607,3.3,54.96965,44.03035,10.9393
Fox News/Anderson Robbins Research/Shaw & Co. Research, 1/19/2011,47,44,3,Obama,A,0.61413043,4,46.69293479,44.30706522,2.38586957
CBS News/New York Times, 1/19/2011,49,39,10,Obama,A-,0.43547945,3.7,48.78226028,39.21773973,9.56452055
NBC News/Wall Street Journal, 1/17/2011,53,41,12,Obama,A-,0.80923077,3.7,52.59538462,41.40461539,11.19076923
CNN/Opinion Research Corp., 1/16/2011,53,45,8,Obama,B+,0.0607,3.3,52.96965,45.03035,7.9393
ABC News/Washington Post, 1/16/2011,54,43,11,Obama,A+,0.61341176,4,53.69329412,43.30670588,10.38658824
Ipsos, 1/10/2011,50,47,3,Obama,B+,0.5955,3.3,49.70225,47.29775,2.4045
Marist College, 1/10/2011,48,43,5,Obama,A,-0.45775194,4,48.22887597,42.77112403,5.45775194
Quinnipiac University, 1/11/2011,48,44,4,Obama,A-,0.06815029,3.7,47.96592486,44.03407515,3.93184971
GfK Group, 1/10/2011,53,46,7,Obama,B,0.25490196,3,52.87254902,46.12745098,6.74509804
Pew Research Center, 1/9/2011,46,44,2,Obama,B-,0.62980392,2.7,45.68509804,44.31490196,1.37019608
CNN/Opinion Research Corp., 12/19/2010,48,48,0,Obama,B+,0.0607,3.3,47.96965,48.03035,-0.0607
Fox News/Anderson Robbins Research/Shaw & Co. Research, 12/15/2010,40,51,-11,Obama,A,0.61413043,4,39.69293479,51.30706522,-11.61413043
NBC News/Wall Street Journal, 12/13/2010,45,48,-3,Obama,A-,0.80923077,3.7,44.59538462,48.40461539,-3.80923077
ABC News/Washington Post, 12/12/2010,49,47,2,Obama,A+,0.61341176,4,48.69329412,47.30670588,1.38658824
Marist College, 12/8/2010,42,50,-8,Obama,A,-0.45775194,4,42.22887597,49.77112403,-7.54224806
Bloomberg, 12/7/2010,47,48,-1,Obama,C,0,2,47,48,-1
Ipsos, 12/5/2010,45,46,-1,Obama,B+,0.5955,3.3,44.70225,46.29775,-1.5955
Pew Research Center, 12/5/2010,45,43,2,Obama,B-,0.62980392,2.7,44.68509804,43.31490196,1.37019608
CBS News/New York Times, 12/2/2010,48,42,6,Obama,A-,0.43547945,3.7,47.78226028,42.21773973,5.56452055
National Journal/FD, 12/1/2010,48,46,2,Obama,C,0,2,48,46,2
Gallup, 11/21/2010,42,54,-12,Obama,B,-0.90473684,3,42.45236842,53.54763158,-11.09526316
Associated Press/CNBC, 11/22/2010,48,48,0,Obama,C,0,2,48,48,0
Marist College, 11/18/2010,45,48,-3,Obama,A,-0.45775194,4,45.22887597,47.77112403,-2.54224806
NBC News/Wall Street Journal, 11/15/2010,47,47,0,Obama,A-,0.80923077,3.7,46.59538462,47.40461539,-0.80923077
CNN/Opinion Research Corp., 11/14/2010,48,50,-2,Obama,B+,0.0607,3.3,47.96965,50.03035,-2.0607
Quinnipiac University, 11/15/2010,44,49,-5,Obama,A-,0.06815029,3.7,43.96592486,49.03407515,-5.06815029
CBS News/New York Times, 11/10/2010,45,45,0,Obama,A-,0.43547945,3.7,44.78226028,45.21773973,-0.43547945
Pew Research Center, 11/7/2010,44,44,0,Obama,B-,0.62980392,2.7,43.68509804,44.31490196,-0.62980392
GfK Group, 11/8/2010,47,51,-4,Obama,B,0.25490196,3,46.87254902,51.12745098,-4.25490196
Ipsos, 10/31/2010,45,51,-6,Obama,B+,0.5955,3.3,44.70225,51.29775,-6.5955
NBC News/Wall Street Journal, 10/30/2010,45,50,-5,Obama,A-,0.80923077,3.7,44.59538462,50.40461539,-5.80923077
CNN/Opinion Research Corp., 10/30/2010,46,51,-5,Obama,B+,0.0607,3.3,45.96965,51.03035,-5.0607
Fox News/Anderson Robbins Research/Shaw & Co. Research, 10/28/2010,41,50,-9,Obama,A,0.61413043,4,40.69293479,50.30706522,-9.61413043
ABC News/Washington Post, 10/28/2010,50,45,5,Obama,A+,0.61341176,4,49.69329412,45.30670588,4.38658824
CBS News/New York Times, 10/26/2010,45,47,-2,Obama,A-,0.43547945,3.7,44.78226028,47.21773973,-2.43547945
Marist College, 10/25/2010,48,43,5,Obama,A,-0.45775194,4,48.22887597,42.77112403,5.45775194
Schoen, 10/24/2010,42,57,-15,Obama,C,0,2,42,57,-15
Newsweek*, 10/21/2010,54,40,14,Obama,C,0,2,54,40,14
George Washington University (Battleground), 10/20/2010,46,51,-5,Obama,B,-0.97508197,3,46.48754099,50.51245902,-4.02491803
NBC News/Wall Street Journal, 10/18/2010,47,49,-2,Obama,A-,0.80923077,3.7,46.59538462,49.40461539,-2.80923077
Pew Research Center, 10/18/2010,46,45,1,Obama,B-,0.62980392,2.7,45.68509804,45.31490196,0.37019608
GfK Group, 10/18/2010,49,50,-1,Obama,B,0.25490196,3,48.87254902,50.12745098,-1.25490196
Fox News/Anderson Robbins Research/Shaw & Co. Research, 10/13/2010,43,47,-4,Obama,A,0.61413043,4,42.69293479,47.30706522,-4.61413043
Ipsos, 10/11/2010,43,53,-10,Obama,B+,0.5955,3.3,42.70225,53.29775,-10.5955
Bloomberg, 10/10/2010,47,48,-1,Obama,C,0,2,47,48,-1
CNN/Opinion Research Corp., 10/7/2010,45,52,-7,Obama,B+,0.0607,3.3,44.96965,52.03035,-7.0607
CBS News/New York Times, 10/5/2010,44,45,-1,Obama,A-,0.43547945,3.7,43.78226028,45.21773973,-1.43547945
Marist College, 10/5/2010,43,50,-7,Obama,A,-0.45775194,4,43.22887597,49.77112403,-6.54224806
ABC News/Washington Post, 10/3/2010,50,47,3,Obama,A+,0.61341176,4,49.69329412,47.30670588,2.38658824
Newsweek, 9/30/2010,48,46,2,Obama,C,0,2,48,46,2
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/29/2010,42,49,-7,Obama,A,0.61413043,4,41.69293479,49.30706522,-7.61413043
NBC News/Wall Street Journal, 9/26/2010,46,49,-3,Obama,A-,0.80923077,3.7,45.59538462,49.40461539,-3.80923077
CNN/Opinion Research Corp., 9/23/2010,42,54,-12,Obama,B+,0.0607,3.3,41.96965,54.03035,-12.0607
George Washington University (Battleground), 9/22/2010,46,51,-5,Obama,B,-0.97508197,3,46.48754099,50.51245902,-4.02491803
Ipsos, 9/19/2010,47,50,-3,Obama,B+,0.5955,3.3,46.70225,50.29775,-3.5955
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/16/2010,42,52,-10,Obama,A,0.61413043,4,41.69293479,52.30706522,-10.61413043
Marist College, 9/16/2010,45,50,-5,Obama,A,-0.45775194,4,45.22887597,49.77112403,-4.54224806
CBS News/New York Times, 9/14/2010,45,47,-2,Obama,A-,0.43547945,3.7,44.78226028,47.21773973,-2.43547945
GfK Group, 9/13/2010,49,50,-1,Obama,B,0.25490196,3,48.87254902,50.12745098,-1.25490196
George Washington University (Battleground), 9/9/2010,45,48,-3,Obama,B,-0.97508197,3,45.48754099,47.51245902,-2.02491803
Quinnipiac University, 9/7/2010,44,47,-3,Obama,A-,0.06815029,3.7,43.96592486,47.03407515,-3.06815029
Pew Research Center, 9/6/2010,47,44,3,Obama,B-,0.62980392,2.7,46.68509804,44.31490196,2.37019608
CNN/Opinion Research Corp., 9/2/2010,50,49,1,Obama,B+,0.0607,3.3,49.96965,49.03035,0.9393
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/2/2010,46,48,-2,Obama,A,0.61413043,4,45.69293479,48.30706522,-2.61413043
ABC News/Washington Post, 9/2/2010,46,52,-6,Obama,A+,0.61341176,4,45.69329412,52.30670588,-6.61341176
Gallup, 8/30/2010,43,53,-10,Obama,B,-0.90473684,3,43.45236842,52.54763158,-9.09526316
National Journal/FD, 8/30/2010,46,49,-3,Obama,C,0,2,46,49,-3
NBC News/Wall Street Journal, 8/30/2010,45,49,-4,Obama,A-,0.80923077,3.7,44.59538462,49.40461539,-4.80923077
Newsweek, 8/26/2010,47,45,2,Obama,C,0,2,47,45,2
CBS News/New York Times, 8/24/2010,48,44,4,Obama,A-,0.43547945,3.7,47.78226028,44.21773973,3.56452055
Ipsos, 8/22/2010,45,52,-7,Obama,B+,0.5955,3.3,44.70225,52.29775,-7.5955
Time, 8/17/2010,46,45,1,Obama,C,0,2,46,45,1
GfK Group, 8/16/2010,49,50,-1,Obama,B,0.25490196,3,48.87254902,50.12745098,-1.25490196
Fox News/Anderson Robbins Research/Shaw & Co. Research, 8/11/2010,43,49,-6,Obama,A,0.61413043,4,42.69293479,49.30706522,-6.61413043
CNN/Opinion Research Corp., 8/10/2010,47,51,-4,Obama,B+,0.0607,3.3,46.96965,51.03035,-4.0607
NBC News/Wall Street Journal, 8/9/2010,47,48,-1,Obama,A-,0.80923077,3.7,46.59538462,48.40461539,-1.80923077
Gallup, 8/1/2010,41,53,-12,Obama,B,-0.90473684,3,41.45236842,52.54763158,-11.09526316
Pew Research Center, 8/5/2010,47,41,6,Obama,B-,0.62980392,2.7,46.68509804,41.31490196,5.37019608
Fox News/Anderson Robbins Research/Shaw & Co. Research, 7/28/2010,43,50,-7,Obama,A,0.61413043,4,42.69293479,50.30706522,-7.61413043
Ipsos, 7/25/2010,48,48,0,Obama,B+,0.5955,3.3,47.70225,48.29775,-0.5955
CNN/Opinion Research Corp., 7/21/2010,47,50,-3,Obama,B+,0.0607,3.3,46.96965,50.03035,-3.0607
Quinnipiac University, 7/19/2010,44,48,-4,Obama,A-,0.06815029,3.7,43.96592486,48.03407515,-4.06815029
Fox News/Anderson Robbins Research/Shaw & Co. Research, 7/14/2010,43,48,-5,Obama,A,0.61413043,4,42.69293479,48.30706522,-5.61413043
Time, 7/13/2010,49,45,4,Obama,C,0,2,49,45,4
CBS News/New York Times, 7/12/2010,44,44,0,Obama,A-,0.43547945,3.7,43.78226028,44.21773973,-0.43547945
Bloomberg, 7/12/2010,52,44,8,Obama,C,0,2,52,44,8
ABC News/Washington Post, 7/11/2010,50,47,3,Obama,A+,0.61341176,4,49.69329412,47.30670588,2.38658824
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/30/2010,47,45,2,Obama,A,0.61413043,4,46.69293479,45.30706522,1.38586957
Newsweek, 6/24/2010,48,46,2,Obama,C,0,2,48,46,2
Marist College, 6/24/2010,44,45,-1,Obama,A,-0.45775194,4,44.22887597,44.77112403,-0.54224806
NBC News/Wall Street Journal, 6/21/2010,45,48,-3,Obama,A-,0.80923077,3.7,44.59538462,48.40461539,-3.80923077
Pew Research Center, 6/20/2010,48,43,5,Obama,B-,0.62980392,2.7,47.68509804,43.31490196,4.37019608
CBS News/New York Times, 6/20/2010,47,43,4,Obama,A-,0.43547945,3.7,46.78226028,43.21773973,3.56452055
CNN/Opinion Research Corp., 6/16/2010,50,48,2,Obama,B+,0.0607,3.3,49.96965,48.03035,1.9393
Ipsos, 6/13/2010,50,45,5,Obama,B+,0.5955,3.3,49.70225,45.29775,4.4045
GfK Group, 6/14/2010,50,49,1,Obama,B,0.25490196,3,49.87254902,49.12745098,0.74509804
Fox News/Anderson Robbins Research/Shaw & Co. Research, 6/9/2010,46,45,1,Obama,A,0.61413043,4,45.69293479,45.30706522,0.38586957
ABC News/Washington Post, 6/6/2010,52,45,7,Obama,A+,0.61341176,4,51.69329412,45.30670588,6.38658824
Gallup, 5/25/2010,48,48,0,Obama,B,-0.90473684,3,48.45236842,47.54763158,0.90473684
CBS News/New York Times, 5/24/2010,47,43,4,Obama,A-,0.43547945,3.7,46.78226028,43.21773973,3.56452055
Quinnipiac University, 5/24/2010,48,43,5,Obama,A-,0.06815029,3.7,47.96592486,43.03407515,4.93184971
CNN/Opinion Research Corp., 5/23/2010,51,46,5,Obama,B+,0.0607,3.3,50.96965,46.03035,4.9393
NBC News/Wall Street Journal, 5/23/2010,48,45,3,Obama,A-,0.80923077,3.7,47.59538462,45.40461539,2.19076923
Fox News/Anderson Robbins Research/Shaw & Co. Research, 5/19/2010,45,46,-1,Obama,A,0.61413043,4,44.69293479,46.30706522,-1.61413043
GfK Group, 5/11/2010,49,50,-1,Obama,B,0.25490196,3,48.87254902,50.12745098,-1.25490196
NBC News/Wall Street Journal, 5/10/2010,50,44,6,Obama,A-,0.80923077,3.7,49.59538462,44.40461539,5.19076923
Ipsos, 5/9/2010,52,43,9,Obama,B+,0.5955,3.3,51.70225,43.29775,8.4045
Pew Research Center, 5/9/2010,47,42,5,Obama,B-,0.62980392,2.7,46.68509804,42.31490196,4.37019608
Fox News/Anderson Robbins Research/Shaw & Co. Research, 5/5/2010,48,43,5,Obama,A,0.61413043,4,47.69293479,43.30706522,4.38586957
CBS News/New York Times, 5/2/2010,51,39,12,Obama,A-,0.43547945,3.7,50.78226028,39.21773973,11.56452055
National Journal/FD, 4/26/2010,48,46,2,Obama,C,0,2,48,46,2
Pew Research Center, 4/26/2010,47,42,5,Obama,B-,0.62980392,2.7,46.68509804,42.31490196,4.37019608
ABC News/Washington Post, 4/25/2010,54,44,10,Obama,A+,0.61341176,4,53.69329412,44.30670588,9.38658824
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/21/2010,46,46,0,Obama,A,0.61413043,4,45.69293479,46.30706522,-0.61413043
Quinnipiac University, 4/19/2010,44,46,-2,Obama,A-,0.06815029,3.7,43.96592486,46.03407515,-2.06815029
GfK Group, 4/12/2010,49,50,-1,Obama,B,0.25490196,3,48.87254902,50.12745098,-1.25490196
CNN/Opinion Research Corp., 4/11/2010,51,47,4,Obama,B+,0.0607,3.3,50.96965,47.03035,3.9393
CBS News/New York Times, 4/12/2010,50,40,10,Obama,A-,0.43547945,3.7,49.78226028,40.21773973,9.56452055
Fox News/Anderson Robbins Research/Shaw & Co. Research, 4/7/2010,43,48,-5,Obama,A,0.61413043,4,42.69293479,48.30706522,-5.61413043
George Washington University (Battleground), 4/8/2010,50,47,3,Obama,B,-0.97508197,3,50.48754099,46.51245902,3.97508197
Ipsos, 4/5/2010,51,46,5,Obama,B+,0.5955,3.3,50.70225,46.29775,4.4045
CBS News/New York Times, 4/1/2010,44,41,3,Obama,A-,0.43547945,3.7,43.78226028,41.21773973,2.56452055
Gallup, 3/28/2010,47,50,-3,Obama,B,-0.90473684,3,47.45236842,49.54763158,-2.09526316
Marist College, 3/29/2010,46,43,3,Obama,A,-0.45775194,4,46.22887597,42.77112403,3.45775194
CNN/Opinion Research Corp., 3/28/2010,51,48,3,Obama,B+,0.0607,3.3,50.96965,48.03035,2.9393
ABC News/Washington Post, 3/26/2010,53,43,10,Obama,A+,0.61341176,4,52.69329412,43.30670588,9.38658824
Quinnipiac University, 3/23/2010,45,46,-1,Obama,A-,0.06815029,3.7,44.96592486,46.03407515,-1.06815029
Bloomberg, 3/22/2010,50,45,5,Obama,C,0,2,50,45,5
CNN/Opinion Research Corp., 3/21/2010,46,51,-5,Obama,B+,0.0607,3.3,45.96965,51.03035,-5.0607
CBS News/New York Times, 3/21/2010,49,41,8,Obama,A-,0.43547945,3.7,48.78226028,41.21773973,7.56452055
Quinnipiac University, 3/21/2010,46,49,-3,Obama,A-,0.06815029,3.7,45.96592486,49.03407515,-3.06815029
Fox News/Anderson Robbins Research/Shaw & Co. Research, 3/17/2010,46,48,-2,Obama,A,0.61413043,4,45.69293479,48.30706522,-2.61413043
NBC News/Wall Street Journal, 3/14/2010,48,47,1,Obama,A-,0.80923077,3.7,47.59538462,47.40461539,0.19076923
Pew Research Center, 3/14/2010,46,43,3,Obama,B-,0.62980392,2.7,45.68509804,43.31490196,2.37019608
GfK Group, 3/8/2010,53,46,7,Obama,B,0.25490196,3,52.87254902,46.12745098,6.74509804
Ipsos, 2/28/2010,53,44,9,Obama,B+,0.5955,3.3,52.70225,44.29775,8.4045
Fox News/Anderson Robbins Research/Shaw & Co. Research, 2/24/2010,47,45,2,Obama,A,0.61413043,4,46.69293479,45.30706522,1.38586957
Zogby, 8/4/2010,53,38,15,Obama,C,0,2,53,38,15
CNN/Opinion Research Corp., 8/3/2010,56,40,16,Obama,B+,0.0607,3.3,55.96965,40.03035,15.9393
Newsweek, 2/18/2010,48,40,8,Obama,C,0,2,48,40,8
Ipsos, 8/3/2010,58,37,21,Obama,B+,0.5955,3.3,57.70225,37.29775,20.4045
CNN/Opinion Research Corp., 2/15/2010,49,50,-1,Obama,B+,0.0607,3.3,48.96965,50.03035,-1.0607
Quinnipiac University, 8/3/2010,50,42,8,Obama,A-,0.06815029,3.7,49.96592486,42.03407515,7.93184971
CBS News/New York Times, 2/10/2010,46,45,1,Obama,A-,0.43547945,3.7,45.78226028,45.21773973,0.56452055
Time, 7/28/2010,56,38,18,Obama,C,0,2,56,38,18
CBS News/New York Times, 7/28/2010,58,30,28,Obama,A-,0.43547945,3.7,57.78226028,30.21773973,27.56452055
Pew Research Center, 2/9/2010,49,39,10,Obama,B-,0.62980392,2.7,48.68509804,39.31490196,9.37019608
ABC News/Washington Post, 2/8/2010,51,46,5,Obama,A+,0.61341176,4,50.69329412,46.30670588,4.38658824
YouGov, 10/2/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Marist College, 10/1/2018,43,53,-10,Trump,A,-0.45775194,4,42.77112403,53.22887597,-10.45775194
Rasmussen Reports/Pulse Opinion Research, 10/2/2018,49,50,-1,Trump,C+,-1.4892512,2.3,48.2553744,50.7446256,-2.4892512
Quinnipiac University, 9/30/2018,41,53,-12,Trump,A-,0.06815029,3.7,41.03407515,52.96592486,-11.93184971
Harris Interactive, 9/30/2018,45,55,-10,Trump,C+,-1.5215758,2.3,44.2392121,55.7607879,-11.5215758
Gallup, 9/30/2018,42,53,-11,Trump,B,-0.90473684,3,41.54763158,53.45236842,-11.90473684
Harris Interactive, 9/27/2018,46,54,-8,Trump,C+,-1.5215758,2.3,45.2392121,54.7607879,-9.5215758
YouGov, 9/25/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Marist College, 9/24/2018,44,49,-5,Trump,A,-0.45775194,4,43.77112403,49.22887597,-5.45775194
Ipsos, 9/25/2018,45,53,-8,Trump,B+,0.5955,3.3,45.29775,52.70225,-7.4045
Pew Research Center, 9/24/2018,40,55,-15,Trump,B-,0.62980392,2.7,40.31490196,54.68509804,-14.37019608
Gallup, 9/23/2018,40,56,-16,Trump,B,-0.90473684,3,39.54763158,56.45236842,-16.90473684
Fox News/Anderson Robbins Research/Shaw & Co. Research, 9/19/2018,46,52,-6,Trump,A,0.61413043,4,46.30706522,51.69293479,-5.38586957
NBC News/Wall Street Journal, 9/19/2018,44,52,-8,Trump,A-,0.80923077,3.7,44.40461539,51.59538462,-7.19076923
YouGov, 9/18/2018,44,53,-9,Trump,B,0.26403361,3,44.13201681,52.8679832,-8.73596639
Ipsos, 9/18/2018,47,52,-5,Trump,B+,0.5955,3.3,47.29775,51.70225,-4.4045
Gallup, 9/16/2018,38,56,-18,Trump,B,-0.90473684,3,37.54763158,56.45236842,-18.90473684
YouGov, 9/11/2018,44,52,-8,Trump,B,0.26403361,3,44.13201681,51.8679832,-7.73596639
Ipsos, 9/11/2018,43,56,-13,Trump,B+,0.5955,3.3,43.29775,55.70225,-12.4045
Quinnipiac University, 9/9/2018,38,54,-16,Trump,A-,0.06815029,3.7,38.03407515,53.96592486,-15.93184971
CNN/Opinion Research Corp., 9/9/2018,37,57,-20,Trump,B+,0.0607,3.3,37.03035,56.96965,-19.9393
Marist College, 9/9/2018,38,54,-16,Trump,A,-0.45775194,4,37.77112403,54.22887597,-16.45775194
Gallup, 9/9/2018,40,54,-14,Trump,B,-0.90473684,3,39.54763158,54.45236842,-14.90473684
YouGov, 9/4/2018,43,54,-11,Trump,B,0.26403361,3,43.13201681,53.8679832,-10.73596639
Ipsos, 9/4/2018,42,55,-13,Trump,B+,0.5955,3.3,42.29775,54.70225,-12.4045
Selzer & Co., 9/2/2018,43,50,-7,Trump,A+,-0.00366667,4,42.99816667,50.00183334,-7.00366667
Gallup, 9/2/2018,41,53,-12,Trump,B,-0.90473684,3,40.54763158,53.45236842,-12.90473684
Emerson College, 8/31/2018,38,53,-15,Trump,B+,0.10647727,3.3,38.05323864,52.94676137,-14.89352273
ABC News/Washington Post, 8/29/2018,38,60,-22,Trump,A+,0.61341176,4,38.30670588,59.69329412,-21.38658824
YouGov, 8/28/2018,43,52,-9,Trump,B,0.26403361,3,43.13201681,51.8679832,-8.73596639
IBD/TIPP, 8/30/2018,36,56,-20,Trump,A-,-0.78254902,3.7,35.60872549,56.39127451,-20.78254902
Suffolk University, 8/28/2018,40,56,-16,Trump,B+,0.59554054,3.3,40.29777027,55.70222973,-15.40445946
Ipsos, 8/28/2018,40,57,-17,Trump,B+,0.5955,3.3,40.29775,56.70225,-16.4045
NBC News/Wall Street Journal, 8/25/2018,44,52,-8,Trump,A-,0.80923077,3.7,44.40461539,51.59538462,-7.19076923
Harris Interactive, 8/23/2018,46,54,-8,Trump,C+,-1.5215758,2.3,45.2392121,54.7607879,-9.5215758
Gallup, 8/26/2018,41,54,-13,Trump,B,-0.90473684,3,40.54763158,54.45236842,-13.90473684
NBC News/Wall Street Journal, 8/22/2018,46,51,-5,Trump,A-,0.80923077,3.7,46.40461539,50.59538462,-4.19076923
YouGov, 8/21/2018,44,52,-8,Trump,B,0.26403361,3,44.13201681,51.8679832,-7.73596639
Fox News/Anderson Robbins Research/Shaw & Co. Research, 8/21/2018,45,53,-8,Trump,A,0.61413043,4,45.30706522,52.69293479,-7.38586957
Ipsos, 8/21/2018,43,54,-11,Trump,B+,0.5955,3.3,43.29775,53.70225,-10.4045
Monmouth University, 8/19/2018,43,51,-8,Trump,A+,1.4258947,4,43.71294735,50.28705265,-6.5741053
Gallup, 8/19/2018,42,52,-10,Trump,B,-0.90473684,3,41.54763158,52.45236842,-10.90473684
YouGov, 8/14/2018,46,50,-4,Trump,B,0.26403361,3,46.13201681,49.8679832,-3.73596639
Ipsos, 8/14/2018,44,52,-8,Trump,B+,0.5955,3.3,44.29775,51.70225,-7.4045
Quinnipiac University, 8/13/2018,41,54,-13,Trump,A-,0.06815029,3.7,41.03407515,53.96592486,-12.93184971
Rasmussen Reports/Pulse Opinion Research, 8/14/2018,49,49,0,Trump,C+,-1.4892512,2.3,48.2553744,49.7446256,-1.4892512
CNN/Opinion Research Corp., 8/12/2018,44,53,-9,Trump,B+,0.0607,3.3,44.03035,52.96965,-8.9393
Gallup, 8/12/2018,39,56,-17,Trump,B,-0.90473684,3,38.54763158,56.45236842,-17.90473684
YouGov, 8/7/2018,44,51,-7,Trump,B,0.26403361,3,44.13201681,50.8679832,-6.73596639
Ipsos, 8/7/2018,45,52,-7,Trump,B+,0.5955,3.3,45.29775,51.70225,-6.4045
Rasmussen Reports/Pulse Opinion Research, 8/7/2018,47,51,-4,Trump,C+,-1.4892512,2.3,46.2553744,51.7446256,-5.4892512
