1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
257,CA,California,9,H4CA11081 ,(I),Jerry,McNerney,McNerney; Jerry,,D,71634,55.27%,,,133163,57.36%,,,,,W,
258,CA,California,9,H0CA11337 ,,"Antonio C. ""Tony""",Amador,"Amador; Antonio C. ""Tony""",,R,28161,21.73%,,,98992,42.64%,,,,,,
259,CA,California,9,H6CA09098,,Kathryn,Nance,Nance; Kathryn,,R,24783,19.12%,,,,,,,,,,
260,CA,California,9,H6CA09106,,Alex,Appleby,Appleby; Alex,,LIB,5029,3.88%,,,,,,,,,,
261,CA,California,9,n/a,,,,,District Votes:,,129607,,,,232155,,,,,,,
262,CA,California,9,n/a,,,,,,,,,,,,,,,,,,
263,CA,California,10,H0CA19173 ,(I),Jeff,Denham,Denham; Jeff,,R,61290,47.73%,,,124671,51.70%,,,,,W,
264,CA,California,10,H4CA10075 ,,Michael  ,Eggman,Eggman; Michael  ,,D,35413,27.58%,,,116470,48.30%,,,,,,
265,CA,California,10,H2CA00096 ,,"Michael J. ""Mike""",Barkley,"Barkley; Michael J. ""Mike""",,D,18576,14.47%,,,,,,,,,,
266,CA,California,10,H6CA10146 ,,Robert,Hodges,Hodges; Robert,,R,13130,10.23%,,,,,,,,,,
267,CA,California,10,n/a,,,,,District Votes:,,128409,,,,241141,,,,,,,
268,CA,California,10,n/a,,,,,,,,,,,,,,,,,,
269,CA,California,11,H0CA10073 ,(I),Mark,DeSaulnier,DeSaulnier; Mark,,D,133317,75.33%,,,214868,72.05%,,,,,W,
270,CA,California,11,H6CA11169,,Roger Allen,Petersen,Petersen; Roger Allen,,R,43654,24.67%,,,83341,27.95%,,,,,,
271,CA,California,11,n/a,,,,,District Votes:,,176971,,,,298209,,,,,,,
272,,,,n/a,,,,,,,,,,,,,,,,,,
273,CA,California,12,H8CA05035 ,(I),Nancy ,Pelosi,Pelosi; Nancy ,,D,169537,78.11%,,,274035,80.87%,,,,,W,
274,CA,California,12,H6CA12175 ,,Preston,Picus,Picus; Preston,,NOP,16633,7.66%,,,64810,19.13%,,,,,,
275,CA,California,12,H6CA12183 ,,Bob,Miller,Miller; Bob,,R,16583,7.64%,,,,,,,,,,
276,CA,California,12,H4CA12089 ,,Barry,Hermanson,Hermanson; Barry,,GRE,14289,6.58%,,,,,,,,,,
277,CA,California,12,n/a,,,,,District Votes:,,217042,,,,338845,,,,,,,
278,CA,California,12,n/a,,,,,,,,,,,,,,,,,,
279,CA,California,13,H8CA09060 ,(I),Barbara,Lee,Lee; Barbara,,D,192227,91.95%,,,293117,90.78%,,,,,W,
280,CA,California,13,H6CA13140,,Sue,Caro,Caro; Sue,,R,16818,8.05%,,,29754,9.22%,,,,,,
281,CA,California,13,n/a,,,,,District Votes:,,209045,,,,322871,,,,,,,
282,CA,California,13,n/a,,,,,,,,,,,,,,,,,,
283,CA,California,14,H8CA12171,(I),Jackie,Speier,Speier; Jackie,,D,144719,99.04%,,,231630,80.86%,,,,,W,
284,CA,California,14,H6CA14114,,Angel,Cardenas,Cardenas; Angel,,W(R)/R,1400,0.96%,,,54817,19.14%,,,,,,
285,CA,California,14,n/a,,,,,District Votes:,,146119,,,,286447,,,,,,,
286,CA,California,14,n/a,,,,,,,,,,,,,,,,,,
287,CA,California,15,H2CA15094 ,(I),Eric,Swalwell,Swalwell; Eric,,D,110803,76.50%,,,198578,73.77%,,,,,W,
288,CA,California,15,H6CA15152 ,,Danny R.,Turner,Turner; Danny R.,,R,34032,23.50%,,,70619,26.23%,,,,,,
289,CA,California,15,n/a,,,,,District Votes:,,144835,,,,269197,,,,,,,
290,CA,California,15,n/a,,,,,,,,,,,,,,,,,,
291,CA,California,16,H4CA20082 ,(I),Jim,Costa,Costa; Jim,,D,52822,55.91%,,,97473,58.03%,,,,,W,
292,CA,California,16,H2CA16100,,Johnny M.,Tacherra,Tacherra; Johnny M.,,R,31028,32.84%,,,70483,41.97%,,,,,,
293,CA,California,16,H6CA16135,,David,Rogers,Rogers; David,,R,10606,11.23%,,,,,,,,,,
294,CA,California,16,n/a,,Richard,Gomez,Gomez; Richard,,W(GRE),13,0.01%,,,,,,,,,,
295,CA,California,16,n/a,,,,,District Votes:,,94469,,,,167956,,,,,,,
296,CA,California,16,n/a,,,,,,,,,,,,,,,,,,
297,CA,California,17,H4CA12055 ,,Ro,Khanna,Khanna; Ro,,D,52059,39.08%,,,142268,61.01%,,,,,W,
298,CA,California,17,H0CA15148 ,(I),Mike ,Honda,Honda; Mike ,,D,49823,37.40%,,,90924,38.99%,,,,,,
299,CA,California,17,H6CA17158 ,,Peter,Kuo,Kuo; Peter,,R,12224,9.18%,,,,,,,,,,
300,CA,California,17,H6CA17141,,Ron,Cohen,Cohen; Ron,,R,10448,7.84%,,,,,,,,,,
301,CA,California,17,H6CA17166 ,,Pierluigi C.,Oliverio,Oliverio; Pierluigi C.,,D,5533,4.15%,,,,,,,,,,
302,CA,California,17,H6CA17174,,Kennita,Watson,Watson; Kennita,,LIB,3125,2.35%,,,,,,,,,,
303,CA,California,17,n/a,,,,,District Votes:,,133212,,,,233192,,,,,,,
304,CA,California,17,n/a,,,,,,,,,,,,,,,,,,
305,CA,California,18,H8CA12098 ,(I),Anna G.,Eshoo,Eshoo; Anna G.,,D,132726,68.20%,,,230460,71.15%,,,,,W,
306,CA,California,18,H4CA18094 ,,Richard B.,Fox,Fox; Richard B.,,R,47484,24.40%,,,93470,28.85%,,,,,,
307,CA,California,18,H6CA18115,,Bob,Harlow,Harlow; Bob,,D,14411,7.40%,,,,,,,,,,
308,CA,California,18,n/a,,,,,District Votes:,,194621,,,,323930,,,,,,,
309,CA,California,18,n/a,,,,,,,,,,,,,,,,,,
310,CA,California,19,H4CA16049 ,(I),Zoe,Lofgren,Lofgren; Zoe,,D,107773,76.08%,,,181802,73.94%,,,,,W,
311,CA,California,19,H6CA19121 ,,G. Burt,Lancaster,Lancaster; G. Burt,,R,33889,23.92%,,,64061,26.06%,,,,,,
312,CA,California,19,n/a,,,,,District Votes:,,141662,,,,245863,,,,,,,
313,CA,California,19,n/a,,,,,,,,,,,,,,,,,,
314,CA,California,20,H6CA20152 ,,Jimmy ,Panetta,Panetta; Jimmy ,,D,116826,70.83%,,,180980,70.75%,,,,,W,
315,CA,California,20,H6CA20145,,Casey ,Lucius,Lucius; Casey ,,R,32726,19.84%,,,74811,29.25%,,,,,,
316,CA,California,20,H6CA20178,,Joe,Williams,Williams; Joe,,PAF,6400,3.88%,,,,,,,,,,
317,CA,California,20,H6CA20194,,Barbara,Honegger,Honegger; Barbara,,NOP,6054,3.67%,,,,,,,,,,
318,CA,California,20,H6CA20186,,Jack ,Digby,Digby; Jack ,,NOP,2932,1.78%,,,,,,,,,,
319,CA,California,20,n/a,,,,,District Votes:,,164938,,,,255791,,,,,,,
320,CA,California,20,n/a,,,,,,,,,,,,,,,,,,
321,CA,California,21,H2CA20094 ,(I),David,Valadao,Valadao; David,,R,37367,54.03%,,,75126,56.74%,,,,,W,
322,CA,California,21,H6CA21218 ,,Emilio Jesus,Huerta,Huerta; Emilio Jesus,,D,16743,24.21%,,,57282,43.26%,,,,,,
323,CA,California,21,H6CA21192,,Daniel,Parra,Parra; Daniel,,D,15056,21.77%,,,,,,,,,,
324,CA,California,21,n/a,,,,,District Votes:,,69166,,,,132408,,,,,,,
325,CA,California,21,n/a,,,,,,,,,,,,,,,,,,
326,CA,California,22,H8CA20059 ,(I),Devin G.,Nunes,Nunes; Devin G.,,R,86479,63.81%,,,158755,67.57%,,,,,W,
327,CA,California,22,H6CA22182 ,,Louie J.,Campos,Campos; Louie J.,,D,40247,29.70%,,,76211,32.43%,,,,,,
328,CA,California,22,H6CA22166,,"Teresita ""Tess""",Andres,"Andres; Teresita ""Tess""",,R,8808,6.50%,,,,,,,,,,
329,CA,California,22,n/a,,,,,District Votes:,,135534,,,,234966,,,,,,,
330,CA,California,22,n/a,,,,,,,,,,,,,,,,,,
331,CA,California,23,H6CA22125,(I),Kevin,McCarthy,McCarthy; Kevin,,R,76166,55.46%,,,167116,69.18%,,,,,W,
332,CA,California,23,H6CA23206 ,,Wendy ,Reed,Reed; Wendy ,,D,37696,27.45%,,,74468,30.82%,,,,,,
333,CA,California,23,H6CA23222 ,,Ken ,Mettler,Mettler; Ken ,,R,17738,12.92%,,,,,,,,,,
334,CA,California,23,H6CA23214 ,,Gerald,Morris,Morris; Gerald,,R,5734,4.18%,,,,,,,,,,
335,CA,California,23,n/a,,,,,District Votes:,,137334,,,,241584,,,,,,,
336,CA,California,23,n/a,,,,,,,,,,,,,,,,,,
337,CA,California,24,H6CA24303 ,,Salud,Carbajal,Carbajal; Salud,,D,66402,31.94%,,,166034,53.42%,,,,,W,
338,CA,California,24,H4CA24142,,Justin Donald ,Fareed,Fareed; Justin Donald ,,R,42521,20.45%,,,144780,46.58%,,,,,,
339,CA,California,24,H6CA24295,,K.H. Katcho,Achadjian,Achadjian; K.H. Katcho,,R,37716,18.14%,,,,,,,,,,
340,CA,California,24,H6CA24311,,Helene,Schneider,Schneider; Helene,,D,31046,14.93%,,,,,,,,,,
341,CA,California,24,H6CA24287 ,,"William ""Bill""",Ostrander,"Ostrander; William ""Bill""",,D,12657,6.09%,,,,,,,,,,
342,CA,California,24,H6CA24329,,Matt T.,Kokkonen,Kokkonen; Matt T.,,R,11636,5.60%,,,,,,,,,,
343,CA,California,24,H0CA22086,,John ,Uebersax,Uebersax; John ,,NOP,2188,1.05%,,,,,,,,,,
344,CA,California,24,H4CA24183,,Steve,Isakson,Isakson; Steve,,NOP,2172,1.04%,,,,,,,,,,
345,CA,California,24,H6CA20202,,Benjamin,Lucas,Lucas; Benjamin,,D,1568,0.75%,,,,,,,,,,
346,CA,California,24,n/a,,,,,District Votes:,,207906,,,,310814,,,,,,,
347,CA,California,24,n/a,,,,,,,,,,,,,,,,,,
348,CA,California,25,H4CA25123 ,(I),Steve,Knight,Knight; Steve,,R,63769,48.26%,,,138755,53.13%,,,,,W,
349,CA,California,25,H6CA25177 ,,Bryan,Caforio,Caforio; Bryan,,D,38382,29.05%,,,122406,46.87%,,,,,,
350,CA,California,25,H6CA25151 ,,Lou ,Vince,Vince; Lou ,,D,20327,15.38%,,,,,,,,,,
351,CA,California,25,H6CA25201,,Jeffrey,Moffatt,Moffatt; Jeffrey,,R,9620,7.28%,,,,,,,,,,
352,CA,California,25,H6CA25193,,Jeff,Bomberger,Bomberger; Jeff,,W(NOP),44,0.03%,,,,,,,,,,
353,CA,California,25,n/a,,,,,District Votes:,,132142,,,,261161,,,,,,,
354,CA,California,25,n/a,,,,,,,,,,,,,,,,,,
355,CA,California,26,H2CA00120 ,(I),Julia,Brownley,Brownley; Julia,,D,108937,64.02%,,,169248,60.38%,,,,,W,
356,CA,California,26,H4CA26139,,Rafael A.,Dagnesses,Dagnesses; Rafael A.,,R,61219,35.98%,,,111059,39.62%,,,,,,
357,CA,California,26,n/a,,,,,District Votes:,,170156,,,,280307,,,,,,,
358,CA,California,26,n/a,,,,,,,,,,,,,,,,,,
359,CA,California,27,H0CA32101,(I),Judy ,Chu,Chu; Judy ,,D,93204,66.18%,,,168977,67.42%,,,,,W,
360,CA,California,27,H2CA27198 ,,Jack,Orswell,Orswell; Jack,,R,39574,28.10%,,,81655,32.58%,,,,,,
361,CA,California,27,H6CA27298,,Tim,Sweeney,Sweeney; Tim,,NOP,8063,5.72%,,,,,,,,,,
362,CA,California,27,n/a,,,,,District Votes:,,140841,,,,250632,,,,,,,
363,CA,California,27,n/a,,,,,,,,,,,,,,,,,,
364,CA,California,28,H0CA27085,(I),Adam B.,Schiff,Schiff; Adam B.,,D,111766,70.24%,,,210883,77.99%,,,,,W,
365,CA,California,28,H6CA28171,,Lenore,Solis,Solis; Lenore,,R,29336,18.44%,,,59526,22.01%,,,,,,
366,CA,California,28,H6CA31126,,Sal,Genovese,Genovese; Sal,,D,18026,11.33%,,,,,,,,,,
367,CA,California,28,n/a,,,,,District Votes:,,159128,,,,270409,,,,,,,
368,CA,California,28,n/a,,,,,,,,,,,,,,,,,,
369,CA,California,29,H2CA28113 ,(I),Tony,Cardenas,Cardenas; Tony,,D,58616,61.37%,,,128407,74.73%,,,,,W,
370,CA,California,29,H6CA29229 ,,Richard,Alarcon,Alarcon; Richard,,D,12397,12.98%,,,43417,25.27%,,,,,,
371,CA,California,29,H6CA29211,,"Joseph ""Joe""",Shammas,"Shammas; Joseph ""Joe""",,D,10847,11.36%,,,,,,,,,,
372,CA,California,29,H6CA29203 ,,"Benny ""Benito""",Bernal,"Bernal; Benny ""Benito""",,D,10006,10.48%,,,,,,,,,,
373,CA,California,29,H6CA29237 ,,David Z.,Guzman,Guzman; David Z.,,D,3654,3.83%,,,,,,,,,,
374,CA,California,29,n/a,,,,,District Votes:,,95520,,,,171824,,,,,,,
375,CA,California,29,n/a,,,,,,,,,,,,,,,,,,
376,CA,California,30,H6CA24113 ,(I),Brad,Sherman,Sherman; Brad,,D,92448,60.11%,,,205279,72.64%,,,,,W,
377,CA,California,30,H6CA30185,,Mark,Reed,Reed; Mark,,R,21458,13.95%,,,77325,27.36%,,,,,,
378,CA,California,30,H6CA30177,,Patrea,Patrick,Patrick; Patrea,,D,14628,9.51%,,,,,,,,,,
379,CA,California,30,H4CA30123,,A. (Raji),Rab,Rab; A. (Raji),,D,8847,5.75%,,,,,,,,,,
380,CA,California,30,H8CA27088,,Navraj,Singh,Singh; Navraj,,R,6517,4.24%,,,,,,,,,,
381,CA,California,30,H4CA30107,,Luke ,Davis,Davis; Luke ,,D,5150,3.35%,,,,,,,,,,
382,CA,California,30,H6CA30193 ,,Christopher David,Townsend,Townsend; Christopher David,,R,4741,3.08%,,,,,,,,,,
383,CA,California,30,n/a,,,,,District Votes:,,153789,,,,282604,,,,,,,
384,CA,California,30,n/a,,,,,,,,,,,,,,,,,,
385,CA,California,31,H2CA31125 ,(I),Pete,Aguilar,Aguilar; Pete,,D,48518,43.08%,,,121070,56.07%,,,,,W,
386,CA,California,31,H4CA31071,,Paul ,Chabot,Chabot; Paul ,,R,25534,22.67%,,,94866,43.93%,,,,,,
387,CA,California,31,H6CA31142,,Joe,Baca,Baca; Joe,,R,14020,12.45%,,,,,,,,,,
388,CA,California,31,H6CA31159,,Kaisar,Ahmed,Ahmed; Kaisar,,D,12418,11.03%,,,,,,,,,,
389,CA,California,31,H6CA31134 ,,Sean,Flynn,Flynn; Sean,,R,12130,10.77%,,,,,,,,,,
390,CA,California,31,n/a,,,,,District Votes:,,112620,,,,215936,,,,,,,
391,CA,California,31,n/a,,,,,,,,,,,,,,,,,,
392,CA,California,32,H8CA34068 ,(I),Grace F. ,Napolitano,Napolitano; Grace F. ,,D,54987,51.41%,,,114926,61.57%,,,,,W,
393,CA,California,32,H6CA32132,,Roger,Hernández,Hernández; Roger,,D,26386,24.67%,,,71720,38.43%,,,,,,
394,CA,California,32,H6CA32140,,Gordon E.,Fisher,Fisher; Gordon E.,,R,25594,23.93%,,,,,,,,,,
395,CA,California,32,n/a,,,,,District Votes:,,106967,,,,186646,,,,,,,
396,CA,California,32,n/a,,,,,,,,,,,,,,,,,,
397,CA,California,33,H4CA33119,(I),Ted W.,Lieu,Lieu; Ted W.,,D,127733,69.15%,,,219397,66.44%,,,,,W,
398,CA,California,33,H6CA33106 ,,Kenneth W.,Wright,Wright; Kenneth W.,,R,56976,30.85%,,,110822,33.56%,,,,,,
399,CA,California,33,n/a,,,,,District Votes:,,184709,,,,330219,,,,,,,
400,CA,California,33,n/a,,,,,,,,,,,,,,,,,,
401,CA,California,34,H2CA30143 ,(I),Xavier,Becerra,Becerra; Xavier,,D,71982,77.58%,,,122842,77.18%,,,,,W,
402,CA,California,34,H6CA34229 ,,Adrienne Nicole,Edwards,Edwards; Adrienne Nicole,,D,19624,21.15%,,,36314,22.82%,,,,,,
403,CA,California,34,H6CA34237,,Kenneth,Mejia,Mejia; Kenneth,,W(D),1177,1.27%,,,,,,,,,,
404,CA,California,34,n/a,,,,,District Votes:,,92783,,,,159156,,,,,,,
405,CA,California,34,n/a,,,,,,,,,,,,,,,,,,
406,CA,California,35,H4CA35031 ,(I),Norma J.,Torres,Torres; Norma J.,,D,65226,75.57%,,,124044,72.39%,,,,,W,
407,CA,California,35,H6CA35127,,Tyler,Fischella,Fischella; Tyler,,R,21089,24.43%,,,47309,27.61%,,,,,,
408,CA,California,35,n/a,,,,,District Votes:,,86315,,,,171353,,,,,,,
409,CA,California,35,n/a,,,,,,,,,,,,,,,,,,
410,CA,California,36,H2CA36439,(I),Raul,Ruiz,Ruiz; Raul,,D,76213,58.48%,,,144348,62.05%,,,,,W,
411,CA,California,36,H6CA36182,,Jeff,Stone,Stone; Jeff,,R,41190,31.61%,,,88269,37.95%,,,,,,
412,CA,California,36,H6CA36190,,"Stephan ""Steven""",Wolkowicz,"Wolkowicz; Stephan ""Steven""",,R,12923,9.92%,,,,,,,,,,
413,CA,California,36,n/a,,,,,District Votes:,,130326,,,,232617,,,,,,,
414,CA,California,36,n/a,,,,,,,,,,,,,,,,,,
415,CA,California,37,H0CA33117 ,(I),Karen,Bass,Bass; Karen,,D,115597,80.21%,,,192490,81.13%,,,,,W,
416,CA,California,37,H6CA37313,,Chris Blake,Wiggins,Wiggins; Chris Blake,,D,15362,10.66%,,,44782,18.87%,,,,,,
417,CA,California,37,H6CA37305 ,,Shariff A.,Hasan,Hasan; Shariff A.,,R,13158,9.13%,,,,,,,,,,
418,CA,California,37,n/a,,,,,District Votes:,,144117,,,,237272,,,,,,,
419,CA,California,37,n/a,,,,,,,,,,,,,,,,,,
420,CA,California,38,H2CA39078 ,(I),Linda T.,Sánchez,Sánchez; Linda T.,,D,86396,70.02%,,,163590,70.48%,,,,,W,
421,CA,California,38,H4CA31105,,Ryan ,Downing,Downing; Ryan ,,R,25801,20.91%,,,68524,29.52%,,,,,,
422,CA,California,38,H6CA38113,,Scott Michael,Adams,Adams; Scott Michael,,NOP,11189,9.07%,,,,,,,,,,
423,CA,California,38,n/a,,,,,District Votes:,,123386,,,,232114,,,,,,,
424,CA,California,38,n/a,,,,,,,,,,,,,,,,,,
425,CA,California,39,H6CA39020,(I),Ed,Royce,Royce; Ed,,R,85035,60.50%,,,150777,57.23%,,,,,W,
426,CA,California,39,H6CA39137 ,,Brett ,Murdock,Murdock; Brett ,,D,55520,39.50%,,,112679,42.77%,,,,,,
427,CA,California,39,n/a,,,,,District Votes:,,140555,,,,263456,,,,,,,
428,CA,California,39,n/a,,,,,,,,,,,,,,,,,,
429,CA,California,40,H2CA33048 ,(I),Lucille,Roybal-Allard,Roybal-Allard; Lucille,,D,60691,76.30%,,,106554,71.37%,,,,,W,
430,CA,California,40,H6CA40291,,Roman Gabriel ,Gonzalez,Gonzalez; Roman Gabriel ,,NOP,18844,23.69%,,,42743,28.63%,,,,,,
431,CA,California,40,n/a,,J. Cesar,Flores,Flores; J. Cesar,,W(D),6,0.01%,,,,,,,,,,
432,CA,California,40,n/a,,,,,District Votes:,,79541,,,,149297,,,,,,,
433,CA,California,40,n/a,,,,,,,,,,,,,,,,,,
434,CA,California,41,H2CA43245 ,(I),Mark,Takano,Takano; Mark,,D,63706,64.55%,,,128164,64.95%,,,,,W,
435,CA,California,41,H6CA41182,,Doug,Shepherd,Shepherd; Doug,,R,17255,17.48%,,,69159,35.05%,,,,,,
436,CA,California,41,H6CA41190 ,,Randy ,Fox,Fox; Randy ,,R,14844,15.04%,,,,,,,,,,
437,CA,California,41,H6CA41208,,Cody,Ryan,Ryan; Cody,,R,2893,2.93%,,,,,,,,,,
438,CA,California,41,n/a,,,,,District Votes:,,98698,,,,197323,,,,,,,
439,CA,California,41,n/a,,,,,,,,,,,,,,,,,,
440,CA,California,42,H2CA37023 ,(I),Ken,Calvert,Calvert; Ken,,R,66418,54.94%,,,149547,58.82%,,,,,W,
441,CA,California,42,H4CA42086 ,,Tim,Sheridan,Sheridan; Tim,,D,45389,37.55%,,,104689,41.18%,,,,,,
442,CA,California,42,H4CA42060 ,,Kerri,Condley,Condley; Kerri,,NOP,9076,7.51%,,,,,,,,,,
443,CA,California,42,n/a,,,,,District Votes:,,120883,,,,254236,,,,,,,
444,CA,California,42,n/a,,,,,,,,,,,,,,,,,,
445,CA,California,43,H4CA23011 ,(I),Maxine,Waters,Waters; Maxine,,D,92909,76.12%,,,167017,76.08%,,,,,W,
446,CA,California,43,H6CA44145 ,,Omar,Navarro,Navarro; Omar,,R,29152,23.88%,,,52499,23.92%,,,,,,
447,CA,California,43,n/a,,,,,District Votes:,,122061,,,,219516,,,,,,,
448,CA,California,43,n/a,,,,,,,,,,,,,,,,,,
449,CA,California,44,H6CA44103 ,,Nanette Diaz,Barragán,Barragán; Nanette Diaz,,D,22031,21.97%,,,93124,52.20%,,,,,W,
450,CA,California,44,H2CA35100 ,,Isadore III,Hall,Hall; Isadore; III,,D,40200,40.09%,,,85289,47.80%,,,,,,
451,CA,California,44,H6CA44186,,Armando ,Sotomayor,Sotomayor; Armando ,,D,10087,10.06%,,,,,,,,,,
452,CA,California,44,H6CA44178 ,,Sylvia,Ortiz,Ortiz; Sylvia,,D,6062,6.05%,,,,,,,,,,
453,CA,California,44,H6CA44160,,Martha C. ,Delgadillo,Delgadillo; Martha C. ,,D,5771,5.76%,,,,,,,,,,
454,CA,California,44,H6CA44194,,Ronald,Siegel,Siegel; Ronald,,R,5565,5.55%,,,,,,,,,,
455,CA,California,44,H6CA44129 ,,Christopher  ,Castillo,Castillo; Christopher  ,,R,3651,3.64%,,,,,,,,,,
456,CA,California,44,H0CA33158,,Morris F.,Griffin,Griffin; Morris F.,,D,3624,3.61%,,,,,,,,,,
457,CA,California,44,H6CA44111 ,,Marcus C.,Musante,Musante; Marcus C.,,D,2366,2.36%,,,,,,,,,,
458,CA,California,44,H6CA44202,,Michael,De Mauricio,De Mauricio; Michael,,NOP,919,0.92%,,,,,,,,,,
459,CA,California,44,n/a,,,,,District Votes:,,100276,,,,178413,,,,,,,
460,CA,California,44,n/a,,,,,,,,,,,,,,,,,,
461,CA,California,45,H4CA45097,(I),Mimi,Walters,Walters; Mimi,,R,65773,40.88%,,,182618,58.56%,,,,,W,
462,CA,California,45,H2CA48095 ,,Ron,Varasteh,Varasteh; Ron,,D,44449,27.63%,,,129231,41.44%,,,,,,
463,CA,California,45,H4CA45089,,Greg ,Raths,Raths; Greg ,,R,30961,19.24%,,,,,,,,,,
464,CA,California,45,H6CA45118,,Max,Gouron,Gouron; Max,,D,19716,12.25%,,,,,,,,,,
465,CA,California,45,n/a,,,,,District Votes:,,160899,,,,311849,,,,,,,
466,CA,California,45,n/a,,,,,,,,,,,,,,,,,,
467,CA,California,46,H6CA46116 ,,Lou,Correa,Correa; Lou,,D,40880,43.69%,,,115248,70.02%,,,,,W,
468,CA,California,46,H6CA46140,,Bao,Nguyen,Nguyen; Bao,,D,13625,14.56%,,,49345,29.98%,,,,,,
469,CA,California,46,H6CA46165 ,,Bob,Peterson,Peterson; Bob,,R,11781,12.59%,,,,,,,,,,
470,CA,California,46,H6CA46157 ,,Joe,Dunn,Dunn; Joe,,D,11596,12.39%,,,,,,,,,,
471,CA,California,46,H6CA46108 ,,Lynn,Schott,Schott; Lynn,,R,7373,7.88%,,,,,,,,,,
472,CA,California,46,H6CA41174 ,,Louie A.,Contreras,Contreras; Louie A.,,R,3441,3.68%,,,,,,,,,,
473,CA,California,46,H6CA46181 ,,Nancy Trinidad,Marin,Marin; Nancy Trinidad,,NOP,3306,3.53%,,,,,,,,,,
474,CA,California,46,H6CA46173,,Rodolfo Rudy,Gaona,Gaona; Rodolfo Rudy,,R,1567,1.67%,,,,,,,,,,
475,CA,California,46,n/a,,,,,District Votes:,,93569,,,,164593,,,,,,,
476,CA,California,46,n/a,,,,,,,,,,,,,,,,,,
477,CA,California,47,H2CA00104,(I),Alan,Lowenthal,Lowenthal; Alan,,D,90595,66.12%,,,154759,63.72%,,,,,W,
478,CA,California,47,H4CA47069 ,,Andy,Whallon,Whallon; Andy,,R,30054,21.93%,,,88109,36.28%,,,,,,
479,CA,California,47,H8CA32039,,Sanford W.,Kahn,Kahn; Sanford W.,,R,16364,11.94%,,,,,,,,,,
480,CA,California,47,n/a,,Rich,Camp,Camp; Rich,,W(NOP),9,0.01%,,,,,,,,,,
481,CA,California,47,n/a,,,,,District Votes:,,137022,,,,242868,,,,,,,
482,CA,California,47,n/a,,,,,,,,,,,,,,,,,,
483,CA,California,48,H8CA42061 ,(I),Dana ,Rohrabacher,Rohrabacher; Dana ,,R,92815,56.57%,,,178701,58.32%,,,,,W,
484,CA,California,48,H6CA48237 ,,Suzanne,Savary,Savary; Suzanne,,D,47395,28.89%,,,127715,41.68%,,,,,,
485,CA,California,48,H2CA46040 ,,Robert John,Banuelos,Banuelos; Robert John,,D,23867,14.55%,,,,,,,,,,
486,CA,California,48,n/a,,,,,District Votes:,,164077,,,,306416,,,,,,,
487,CA,California,48,n/a,,,,,,,,,,,,,,,,,,
488,CA,California,49,H0CA48024,(I),Darrell,Issa,Issa; Darrell,,R,84626,50.82%,,,155888,50.26%,,,,,W,
489,CA,California,49,H6CA49102,,Doug,Applegate,Applegate; Doug,,D,75808,45.52%,,,154267,49.74%,,,,,,
490,CA,California,49,H6CA49110 ,,Ryan Glenn,Wingo,Wingo; Ryan Glenn,,NOP,6087,3.66%,,,,,,,,,,
491,CA,California,49,n/a,,,,,District Votes:,,166521,,,,310155,,,,,,,
492,CA,California,49,n/a,,,,,,,,,,,,,,,,,,
493,CA,California,50,H8CA52052 ,(I),Duncan,Hunter,Hunter; Duncan,,R,86534,56.45%,,,179937,63.45%,,,,,W,
494,CA,California,50,H6CA50258 ,,Patrick,Malloy,Malloy; Patrick,,D,33348,21.75%,,,103646,36.55%,,,,,,
495,CA,California,50,H2CA50158,,David,Secor,Secor; David,,D,17590,11.48%,,,,,,,,,,
496,CA,California,50,H6CA50266,,Scott C.,Meisterlin,Meisterlin; Scott C.,,R,10458,6.82%,,,,,,,,,,
497,CA,California,50,H6CA50274,,H. Fuji,Shioura,Shioura; H. Fuji,,NOP,5359,3.50%,,,,,,,,,,
498,CA,California,50,n/a,,,,,District Votes:,,153289,,,,283583,,,,,,,
499,CA,California,50,n/a,,,,,,,,,,,,,,,,,,
500,CA,California,51,H2CA50026 ,(I),Juan ,Vargas,Vargas; Juan ,,D,69522,66.82%,,,145162,72.75%,,,,,W,
501,CA,California,51,H6CA51066 ,,Juan M. Jr.,Hidalgo,Hidalgo; Juan M.; Jr.,,R,16053,15.43%,,,54362,27.25%,,,,,,
502,CA,California,51,H6CA51082,,"Juan ""Charly""",Mercado-Flores,"Mercado-Flores; Juan ""Charly""",,D,9781,9.40%,,,,,,,,,,
503,CA,California,51,H6CA51074,,Carlos J.,Sanchez,Sanchez; Carlos J.,,R,8681,8.34%,,,,,,,,,,
504,CA,California,51,n/a,,,,,District Votes:,,104037,,,,199524,,,,,,,
505,CA,California,51,n/a,,,,,,,,,,,,,,,,,,
506,CA,California,52,H2CA52089 ,(I),Scott,Peters,Peters; Scott,,D,108020,58.87%,,,181253,56.53%,,,,,W,
507,CA,California,52,H6CA52130 ,,Denise,Gitsham,Gitsham; Denise,,R,29658,16.16%,,,139403,43.47%,,,,,,
